gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
SH3BGRL	137219	NaN	-22	34160	8680	0	0	0	0	50	1	2535240	1	1
SH3BGRL2	205695	824	2	32480	7840	0	0	0	0	50	8	2468080	1	1
SH3BGRL3	1021101	217	22	27120	7680	0	0	0	0	50	13	2084800	1	1
SH3BP1	1136064	180	65	199200	61680	0	0	0	0	8	0	300000	1	1
SH3BP2	643291	228	43	182680	56000	0	0	0	0	50	8	2468120	1	1
SH3BP4	133390	408	-10	268160	80320	0	0	0	0	50	6	2568440	1	1
SH3BP5	516326	303	32	132440	36040	0	0	0	0	50	9	2209480	1	1
SH3BP5L	411701	567	-4	109840	34400	0	0	0	0	50	5	1971600	1	1
SH3D19	211734	335	23	226040	65440	0	0	0	0	50	8	2251240	1	1
SH3D20	748554	327	12	69680	25840	0	0	0	0	50	7	2663560	1	1
SH3GL2	28189	392	-31	104680	26240	0	0	0	0	50	11	2331920	1	1
SH3GL3	179993	757	-3	103360	25760	0	0	0	0	50	5	2441600	1	1
SH3GLB1	315130	393	-12	107680	27920	0	0	0	0	50	3	2112480	1	1
SH3GLB2	1517799	203	29	114280	33080	0	0	0	0	50	3	2143680	1	1
SH3KBP1	340334	NaN	58	200920	55040	0	0	1	0	29	5	1197720	1	1
SH3PXD2B	495571	267	42	259760	74320	0	0	0	0	4	0	181320	1	1
SH3RF1	241771	244	24	246880	78440	0	0	1	0	50	7	2328080	1	1
SH3RF2	396248	406	-7	202640	64000	0	0	0	0	50	5	2320640	1	1
SH3RF3	266032	464	13	211480	70400	0	0	0	0	6	0	254360	1	1
SH3TC1	172983	242	51	371120	118360	0	0	1	0	50	8	2145280	1	1
SHANK3	669934	295	41	477000	162840	0	0	0	0	50	7	2300600	1	1
SHARPIN	2720766	211	27	107480	36520	0	0	0	0	40	2	2041560	1	1
SHB	486918	551	16	142640	43360	0	0	0	0	50	7	2175040	1	1
SHC1	1612870	224	35	165240	50640	0	0	0	0	50	5	2077360	1	1
SHC2	1370962	423	-24	163080	52560	0	0	0	0	50	11	2019320	1	1
SHC3	207531	633	8	169320	50160	0	0	0	0	50	5	2491920	1	1
SHC4	398758	314	9	181640	50800	0	0	0	0	50	4	2709600	1	1
SHCBP1	422519	419	-38	197960	50320	0	0	1	0	30	3	1303160	1	1
SHD	2132502	244	39	97480	27920	0	0	0	0	50	4	2304560	1	1
SHE	1711793	337	45	139560	41640	0	0	0	0	50	5	2325600	1	1
SHF	667418	544	27	120680	35320	0	0	0	0	50	16	3099480	1	1
SHFM1	170353	1045	10	22320	4200	0	0	0	0	50	7	2612520	1	1
SHH	213448	634	23	125200	42680	0	0	0	0	50	5	2238400	1	1
SHISA2	96652	584	12	81680	25600	0	0	0	0	50	8	2632760	1	1
SHISA3	197282	646	24	65520	21000	0	0	0	0	50	8	2191480	1	1
SHISA4	736064	208	24	56160	17040	0	0	0	0	50	15	2891680	1	1
SHISA5	1480689	223	45	68080	21080	0	0	0	0	43	5	2348520	1	1
SHISA6	NaN	NaN	NaN	153160	47960	0	0	0	0	50	11	4502520	1	1
SHISA7	NaN	NaN	NaN	142200	53280	0	0	0	0	50	11	4507840	1	1
SHISA9	NaN	NaN	NaN	129520	38000	0	0	0	0	50	11	4492560	1	1
SHKBP1	820124	226	40	200920	62360	0	0	1	0	50	8	2380200	1	1
SHMT2	2162032	238	58	143360	43720	0	0	0	0	50	7	2706440	1	1
SHOC2	313830	252	16	167200	46040	0	0	0	0	50	5	2356400	1	1
SHOX2	162819	946	-8	99320	31240	0	0	0	0	50	7	2354280	1	1
SHPK	504736	354	20	133480	41960	0	0	0	0	50	2	2628680	1	1
SHQ1	140728	510	21	168360	44520	0	0	0	0	50	5	2215280	1	1
SHROOM1	718028	356	58	229400	81040	0	0	0	0	50	2	1966960	1	1
SHROOM3	570950	418	17	550840	172880	0	0	1	0	50	4	2259360	1	1
SIAE	172228	604	18	151080	41880	0	0	1	0	50	5	1568160	1	1
SIAH2	348288	544	27	89680	27800	0	0	0	0	50	7	2366640	1	1
SIAH3	820469	632	51	75680	22240	0	0	0	0	26	5	1690560	1	1
SIDT2	426428	228	46	244520	67600	0	0	0	0	50	5	1945720	1	1
SIGLEC14	443199	644	-23	111800	34000	0	0	1	0	50	4	1896440	1	1
SIGLEC15	384767	380	42	90640	30200	0	0	0	0	46	5	2338720	1	1
SIGLEC5	443199	644	-23	155640	46920	0	0	0	0	50	4	1896440	1	1
SIGLEC6	328446	627	-26	132400	38360	0	0	0	0	50	7	2479000	1	1
SIGLEC7	355132	632	1	131720	39880	0	0	0	0	50	7	2506040	1	1
SIGLEC9	355132	632	1	129120	41040	0	0	0	0	50	7	2506040	1	1
SIK1	807666	312	65	218200	70280	0	0	0	0	50	2	2320840	1	1
SIK3	421847	300	34	366080	100240	0	0	0	0	50	6	2022760	1	1
SIKE1	600310	596	-5	62920	15560	0	0	0	0	50	11	2352880	1	1
SIL1	1351545	442	35	132280	38360	0	0	0	0	50	14	2235920	1	1
SILV	2080397	229	31	184640	58720	0	0	0	0	50	9	2280000	1	1
SIM1	103376	626	-0	219480	61440	0	0	0	0	50	6	2439080	1	1
SIM2	451019	447	47	200080	61640	0	0	0	0	50	8	3001480	1	1
SIN3B	854784	305	35	334760	93280	0	0	0	0	2	0	408520	1	1
SIP1	314287	166	3	84040	21680	0	0	0	0	50	9	2237880	1	1
SIRPB2	397239	386	42	96800	28600	0	0	1	0	4	1	322840	1	1
SIRPG	421072	486	32	109200	33120	0	0	0	0	50	3	1871800	1	1
SIRT1	321700	296	-2	213880	59720	0	0	0	0	50	4	2589880	1	1
SIRT2	1989663	219	30	116760	30840	0	0	0	0	50	13	2454320	1	1
SIRT3	1463610	437	24	111400	35720	0	0	0	0	50	5	2048760	1	1
SIRT4	1621662	187	56	88280	26440	0	0	0	0	50	8	2660920	1	1
SIRT5	277510	425	37	93600	27600	0	0	0	0	50	4	2298240	1	1
SIRT7	3798594	211	19	113600	35320	0	0	0	0	50	5	2076120	1	1
SIT1	1202125	248	37	55480	17600	0	0	0	0	50	4	2335600	1	1
SIVA1	711772	247	36	49880	15160	0	0	0	0	50	3	2115800	1	1
SIX1	352813	482	5	79080	24000	0	0	0	0	50	13	2170840	1	1
SIX2	74076	508	23	80440	25160	0	0	0	0	50	8	2558040	1	1
SIX3	133317	566	23	90560	29800	0	0	0	0	50	8	2297560	1	1
SIX4	352813	482	5	215000	67720	0	0	0	0	48	7	2099160	1	1
SIX6	325446	618	0	67920	21480	0	0	0	0	50	7	2425080	1	1
SKA1	277376	392	52	76520	18520	0	0	0	0	50	3	2316400	1	1
SKA2	843250	507	9	50560	10400	0	0	0	0	50	4	2132840	1	1
SKA3	447305	240	43	125440	32720	0	0	0	0	50	3	2128440	1	1
SKAP2	1041630	540	14	111000	24360	0	0	0	0	50	12	2232040	1	1
SKI	788773	262	30	200320	65240	0	0	0	0	50	2	2544680	1	1
SKIV2L2	344578	395	38	310360	77840	0	0	0	0	50	5	2268800	1	1
SKP1	766424	144	54	52160	12040	0	0	0	0	50	16	2470280	1	1
SKP2	174910	599	-4	139160	39280	0	0	0	0	50	9	2488440	1	1
SLA2	1019481	176	62	78120	19560	0	0	0	0	50	4	2060560	1	1
SLAIN1	131557	900	38	100760	28120	0	0	1	0	12	5	536680	1	1
SLAIN2	310987	328	55	163400	49480	0	0	0	0	50	3	1814440	1	1
SLAMF1	1160206	634	30	96800	27040	0	0	0	0	50	9	2579880	1	1
SLAMF6	1145424	590	26	97000	26480	0	0	0	0	50	8	2444040	1	1
SLAMF7	1188881	618	29	96680	27400	0	0	0	0	50	8	2466040	1	1
SLAMF8	802263	403	6	80320	24560	0	0	0	0	50	1	1756320	1	1
SLAMF9	812025	365	13	85360	20480	0	0	0	0	50	4	1950000	1	1
SLBP	884891	350	36	80800	20120	0	0	0	0	50	6	2722160	1	1
SLC10A1	610490	333	47	98240	29680	0	0	0	0	50	8	2247600	1	1
SLC10A2	199120	713	24	99200	28840	0	0	0	0	50	17	5243600	1	1
SLC10A3	2163759	NaN	42	127120	44960	0	0	0	0	50	8	2483480	1	1
SLC10A4	310162	396	52	118600	40040	0	0	0	0	50	3	2266000	1	1
SLC10A5	158801	681	12	121600	36200	0	0	0	0	50	4	2061480	1	1
SLC10A6	266749	603	40	107120	31360	0	0	0	0	13	0	486880	1	1
SLC10A7	60942	1043	16	103120	30080	0	0	0	0	50	2	2147360	1	1
SLC12A1	263035	455	-25	331400	88600	0	0	0	0	50	8	2746360	1	1
SLC12A2	257189	531	24	349600	99560	0	0	0	0	5	1	279200	1	1
SLC12A3	785707	125	37	298520	84880	0	0	1	0	50	4	2206480	1	1
SLC12A7	639628	424	31	309200	92320	0	0	0	0	2	0	176400	1	1
SLC12A8	372775	150	47	202680	60960	0	0	1	0	50	3	1865520	1	1
SLC12A9	1339207	433	48	246680	88960	0	0	0	0	49	11	2680760	1	1
SLC13A2	1517567	225	24	180840	55800	0	0	0	0	50	7	1977920	1	1
SLC13A3	293732	642	28	170920	52160	0	0	0	0	8	0	231000	1	1
SLC13A4	471922	312	2	180120	52800	0	0	0	0	50	7	2669400	1	1
SLC14A1	381180	401	25	127880	37000	0	0	0	0	50	3	2232840	1	1
SLC14A2	374175	438	-8	263480	77200	0	0	0	0	50	3	2858760	1	1
SLC15A1	334185	409	41	211120	54920	0	0	1	0	5	1	407880	1	1
SLC15A2	516880	677	28	214640	58240	0	0	0	0	50	5	1993840	1	1
SLC15A3	802735	546	56	160000	53120	0	0	0	0	50	8	2835800	1	1
SLC15A4	34588	1027	-23	160120	51560	0	0	0	0	50	14	2808800	1	1
SLC15A5	NaN	NaN	NaN	166080	46560	0	0	0	0	50	11	4501120	1	1
SLC16A1	601487	276	16	140560	41720	0	0	0	0	50	6	2097120	1	1
SLC16A10	362574	424	28	144720	43440	0	0	0	0	50	6	2783960	1	1
SLC16A11	1696302	360	24	123120	48480	0	0	0	0	50	4	1826560	1	1
SLC16A13	1696302	360	24	113160	42000	0	0	0	0	50	4	1826560	1	1
SLC16A14	377632	648	26	144320	41560	0	0	1	0	50	6	2836280	1	1
SLC16A2	357915	NaN	14	171160	52280	0	0	0	0	50	3	2619040	1	1
SLC16A4	403650	479	31	140720	38800	0	0	0	0	50	6	2149600	1	1
SLC16A6	764688	237	11	147840	43200	0	0	0	0	50	7	2441680	1	1
SLC16A7	22532	899	-36	135720	38640	0	0	0	0	50	7	1953800	1	1
SLC16A8	1478013	200	76	133920	49800	0	0	0	0	50	10	2054760	1	1
SLC16A9	135396	527	-16	144520	41480	0	0	0	0	50	6	2661240	1	1
SLC17A1	293308	635	30	135720	38520	0	0	2	0	4	2	219680	1	1
SLC17A2	392745	685	34	125240	36880	0	0	0	0	50	7	2062160	1	1
SLC17A3	313920	673	30	144160	41720	0	0	0	0	27	7	1416200	1	1
SLC17A5	713348	132	31	142560	40800	0	0	0	0	50	6	2361240	1	1
SLC17A6	51732	865	-14	169000	46160	0	0	0	0	50	13	3337080	1	1
SLC17A7	2173457	290	44	160160	47080	0	0	0	0	50	5	2230400	1	1
SLC17A8	188107	693	-3	171800	45880	0	0	1	0	50	4	2184680	1	1
SLC17A9	961230	336	40	125560	37520	0	0	0	0	50	9	2587600	1	1
SLC18A1	158991	511	-4	153720	42360	0	0	0	0	50	3	2368720	1	1
SLC19A1	422182	618	40	159960	55560	0	0	0	0	50	4	2312000	1	1
SLC19A2	294526	487	16	138200	43480	0	0	0	0	50	4	2016240	1	1
SLC1A1	228047	813	19	150600	43680	0	0	0	0	50	5	2331240	1	1
SLC1A3	376343	436	11	155760	45840	0	0	0	0	50	6	2411120	1	1
SLC1A6	961949	546	4	156760	50960	0	0	0	0	50	14	2710680	1	1
SLC1A7	509533	391	21	157240	49520	0	0	0	0	50	3	2595720	1	1
SLC20A2	582397	459	34	183000	56400	0	0	0	0	50	6	3183160	1	1
SLC22A10	1307417	572	17	153440	46000	0	0	0	0	50	7	2388480	1	1
SLC22A11	1970283	411	54	153360	49320	0	0	0	0	50	6	2172880	1	1
SLC22A14	301168	437	22	168960	49800	0	0	0	0	50	5	2498760	1	1
SLC22A15	589216	538	9	156720	45840	0	0	1	0	50	9	2285760	1	1
SLC22A16	248863	469	20	164600	47080	0	0	0	0	50	8	2567880	1	1
SLC22A18	552601	256	34	117000	40560	0	0	0	0	50	11	2405680	1	1
SLC22A18AS	552601	256	34	69920	22960	0	0	0	0	50	11	2405680	1	1
SLC22A2	653647	326	-9	158880	46080	0	0	0	0	50	3	2097440	1	1
SLC22A20	3317462	168	54	97280	31360	0	0	0	0	50	8	2199360	1	1
SLC22A23	465372	453	27	191320	60320	0	0	0	0	50	7	2504320	1	1
SLC22A24	NaN	NaN	NaN	156040	46760	0	0	0	0	50	11	4501320	1	1
SLC22A25	1852481	572	32	155440	45680	0	0	0	0	50	10	2051320	1	1
SLC22A3	545081	363	-12	156680	48880	0	0	0	0	50	5	2342200	1	1
SLC22A4	531594	238	44	155640	47400	0	0	0	0	50	7	2133960	1	1
SLC22A5	543074	264	63	157360	47840	0	0	0	0	50	0	1774680	1	1
SLC22A6	2447828	398	48	157280	50080	0	0	0	0	50	5	1851080	1	1
SLC22A7	1293543	363	51	150120	52080	0	0	0	0	26	4	1224000	1	1
SLC23A1	832127	177	48	171040	53000	0	0	0	0	2	0	96680	1	1
SLC23A2	476336	464	37	186360	54720	0	0	0	0	50	3	2409880	1	1
SLC23A3	773232	177	36	175240	52880	0	0	0	0	50	9	2243160	1	1
SLC24A1	501873	240	44	136680	36120	0	0	0	0	50	6	2206520	1	1
SLC24A2	493733	635	-12	189800	53080	0	0	0	0	50	4	1689720	1	1
SLC24A3	161681	913	-20	187880	52000	0	0	0	0	50	8	2591800	1	1
SLC24A6	441204	251	37	164960	52840	0	0	0	0	50	4	1940080	1	1
SLC25A10	3745109	205	30	83040	25680	0	0	1	0	14	2	430920	1	1
SLC25A11	1416161	231	30	89200	27560	0	0	0	0	50	3	2099000	1	1
SLC25A12	443171	185	35	197160	55680	0	0	1	0	50	11	2436200	1	1
SLC25A13	149460	802	2	196000	55880	0	0	0	0	50	8	2030680	1	1
SLC25A14	301928	NaN	28	95680	26000	0	0	0	0	50	9	2956160	1	1
SLC25A15	270527	470	44	86960	24640	0	0	0	0	10	0	715520	1	1
SLC25A16	782017	294	35	96280	27440	0	0	0	0	50	5	2754040	1	1
SLC25A17	854552	191	47	88800	25920	0	0	0	0	12	2	873920	1	1
SLC25A18	431029	390	-37	90440	27160	0	0	0	0	40	4	1785720	1	1
SLC25A19	1723762	171	31	91600	26840	0	0	0	0	50	9	2197480	1	1
SLC25A2	800016	708	-15	83440	25280	0	0	0	0	50	16	2848240	1	1
SLC25A20	1790488	140	38	87480	25080	0	0	0	0	50	7	2475920	1	1
SLC25A22	1788356	193	48	91200	29280	0	0	0	0	50	9	2152480	1	1
SLC25A24	226531	454	-15	151640	40120	0	0	0	0	50	3	2000360	1	1
SLC25A25	1898149	195	32	180600	52200	0	0	0	0	18	6	916400	1	1
SLC25A26	85846	616	-0	62000	17800	0	0	0	0	50	5	2335440	1	1
SLC25A27	141781	596	1	94240	26240	0	0	0	0	50	5	2324520	1	1
SLC25A28	383678	436	18	101200	31640	0	0	0	0	50	7	2465760	1	1
SLC25A29	412002	237	37	81600	29280	0	0	0	0	33	3	1356320	1	1
SLC25A30	680643	296	78	85760	23680	0	0	0	0	50	2	2414800	1	1
SLC25A31	220342	437	-6	90040	26120	0	0	0	0	50	6	2278600	1	1
SLC25A32	430771	673	28	95720	27040	0	0	0	0	50	6	2581480	1	1
SLC25A33	749351	268	33	91600	27200	0	0	0	0	50	0	2231720	1	1
SLC25A34	683349	174	22	83160	28560	0	0	0	0	40	10	2402720	1	1
SLC25A35	870950	218	18	97760	25840	0	0	0	0	50	8	2089400	1	1
SLC25A36	209562	727	18	88640	26560	0	0	0	0	50	3	2285240	1	1
SLC25A37	474894	409	36	95480	28000	0	0	0	0	50	5	2684160	1	1
SLC25A38	160739	595	32	86400	26280	0	0	0	0	50	5	2509000	1	1
SLC25A39	1036092	172	39	103080	31800	0	0	0	0	50	10	3353840	1	1
SLC25A4	317559	530	42	85040	24040	0	0	0	0	1	0	56600	1	1
SLC25A40	237024	758	6	101320	25520	0	0	0	0	50	2	2925480	1	1
SLC25A41	865106	219	33	104120	32560	0	0	0	0	50	30	2354400	1	1
SLC25A43	655775	NaN	34	94960	30080	0	0	0	0	50	1	2716120	1	1
SLC25A44	2294665	211	39	88240	26600	0	0	1	0	8	1	275880	1	1
SLC25A45	4112809	242	50	81720	25200	0	0	0	0	50	4	2325000	1	1
SLC25A46	127798	846	-7	120000	34440	0	0	0	0	34	4	1338000	1	1
SLC25A5	617823	NaN	30	84040	25040	0	0	0	0	50	5	2545680	1	1
SLC25A6	NaN	NaN	NaN	87280	26240	0	0	0	0	50	11	4480800	1	1
SLC26A1	675007	256	45	195240	70560	0	0	0	0	50	7	2389320	1	1
SLC26A10	1329939	344	52	157200	52320	0	0	1	0	18	3	857360	1	1
SLC26A11	684326	219	17	169280	56920	0	0	0	0	50	1	2167440	1	1
SLC26A3	511053	515	19	221960	63040	0	0	1	0	50	4	1868440	1	1
SLC26A9	690729	431	33	256360	73640	0	0	0	0	50	4	2720880	1	1
SLC27A1	930383	202	34	181640	56800	0	0	0	0	50	8	2480080	1	1
SLC27A3	1687837	175	33	200240	67480	0	0	0	0	50	7	2202080	1	1
SLC27A4	1928973	188	64	182760	54840	0	0	0	0	50	7	2670040	1	1
SLC27A5	2673870	276	11	189840	63240	0	0	0	0	50	4	2721000	1	1
SLC27A6	39183	962	-10	179000	48520	0	0	0	0	50	8	2972120	1	1
SLC28A2	494393	471	23	190800	54600	0	0	0	0	50	7	2452920	1	1
SLC28A3	396533	595	2	202760	55240	0	0	0	0	40	4	2129080	1	1
SLC29A1	1107034	216	51	131480	39160	0	0	0	0	50	5	2281360	1	1
SLC29A2	1963418	182	55	129240	40560	0	0	0	0	50	7	2357840	1	1
SLC29A3	619612	487	40	132240	42600	0	0	0	0	50	3	3083240	1	1
SLC2A10	292810	636	33	145120	52160	0	0	0	0	5	0	157480	1	1
SLC2A11	643596	182	57	147520	46520	0	0	1	0	50	4	2432400	1	1
SLC2A12	102277	359	16	171760	52640	0	0	0	0	50	1	2193440	1	1
SLC2A13	70254	909	-18	183200	55000	0	0	0	0	50	11	2173680	1	1
SLC2A14	149291	305	14	147960	44400	0	0	0	0	22	2	994520	1	1
SLC2A2	167361	735	18	150280	43520	0	0	0	0	50	2	2383400	1	1
SLC2A4	1782958	316	21	141160	47240	0	0	0	0	50	3	1867480	1	1
SLC2A4RG	1126597	202	36	106720	36560	0	0	0	0	50	4	2065400	1	1
SLC2A5	865627	264	31	157160	48280	0	0	0	0	50	7	2192360	1	1
SLC2A6	1858670	315	39	139480	47960	0	0	1	0	49	10	1963560	1	1
SLC2A7	840956	264	31	143840	46120	0	0	0	0	50	3	2308040	1	1
SLC2A9	222993	916	37	160240	48320	0	0	0	0	50	8	2149040	1	1
SLC30A1	380154	236	22	140400	42960	0	0	0	0	50	8	2262200	1	1
SLC30A10	623319	641	-12	134280	42120	0	0	0	0	50	9	2349360	1	1
SLC30A2	748547	221	31	106640	31000	0	0	0	0	50	2	1962160	1	1
SLC30A3	1238919	230	39	108120	35280	0	0	0	0	50	2	2051280	1	1
SLC30A4	207518	299	10	123200	34480	0	0	0	0	50	3	2275240	1	1
SLC30A5	420762	273	29	229800	63720	0	0	0	0	50	9	2708800	1	1
SLC30A7	173324	727	-4	111600	29400	0	0	0	0	50	7	1955560	1	1
SLC30A8	496501	456	8	107960	29560	0	0	0	0	50	9	2465040	1	1
SLC30A9	270740	261	28	167880	45120	0	0	0	0	50	5	2283840	1	1
SLC31A1	437406	312	17	56160	14520	0	0	0	0	50	2	2037040	1	1
SLC31A2	448462	456	9	41160	12120	0	0	0	0	50	5	2192080	1	1
SLC32A1	450934	551	36	144400	45440	0	0	2	0	21	4	931720	1	1
SLC35A1	229577	534	27	97280	28000	0	0	0	0	50	5	1917320	1	1
SLC35A2	834040	NaN	38	125600	38200	0	0	0	0	50	6	1684760	1	1
SLC35A3	287540	530	9	93440	27280	0	0	0	0	50	6	2476520	1	1
SLC35A4	706371	319	29	84680	32320	0	0	0	0	50	3	2647600	1	1
SLC35A5	279107	502	33	122760	33120	0	0	0	0	50	5	2155120	1	1
SLC35B1	880183	361	30	93400	26960	0	0	0	0	50	9	2276200	1	1
SLC35B2	1037256	312	54	118320	39000	0	0	0	0	8	1	516160	1	1
SLC35B3	294217	804	-11	117360	32160	0	0	0	0	7	2	290800	1	1
SLC35B4	286704	493	14	97800	26040	0	0	0	0	50	5	2006480	1	1
SLC35C1	431496	381	20	99040	32840	0	0	0	0	50	3	2367120	1	1
SLC35D1	387355	673	-4	103440	30000	0	0	0	0	50	6	1974520	1	1
SLC35D2	340302	400	21	98920	28280	0	0	0	0	50	2	2736400	1	1
SLC35D3	177175	449	21	112000	38600	0	0	0	0	49	6	2156360	1	1
SLC35E1	815495	258	44	114000	36600	0	0	0	0	50	4	2356880	1	1
SLC35E2	1569768	214	33	188320	59240	0	0	0	0	24	3	914200	1	1
SLC35E4	723012	330	56	91440	35400	0	0	0	0	50	2	1722640	1	1
SLC35F1	200805	959	-18	115640	34960	0	0	1	0	50	5	2069880	1	1
SLC35F2	392825	538	12	107440	30920	0	0	0	0	50	4	2262880	1	1
SLC35F4	175308	918	27	148520	42760	0	0	0	0	50	8	2275880	1	1
SLC35F5	518912	544	19	154720	41120	0	0	0	0	50	11	2169480	1	1
SLC36A1	736209	598	22	135920	40600	0	0	0	0	19	2	1213200	1	1
SLC36A3	871795	530	57	146840	42280	0	0	0	0	50	5	2755240	1	1
SLC36A4	219463	580	-18	147000	39840	0	0	0	0	50	2	2230800	1	1
SLC37A1	440393	284	67	156160	44720	0	0	0	0	50	4	2561360	1	1
SLC37A3	354350	587	28	161960	40840	0	0	0	0	50	9	2480120	1	1
SLC37A4	1424132	180	57	128400	38760	0	0	0	0	36	5	1549440	1	1
SLC38A1	752720	334	9	144800	38080	0	0	0	0	29	4	1767320	1	1
SLC38A11	80659	427	-3	111160	31760	0	0	0	0	50	7	2303040	1	1
SLC38A3	846254	199	44	147240	41760	0	0	0	0	50	3	2317160	1	1
SLC38A4	518041	415	-10	161200	42800	0	0	0	0	50	5	2443520	1	1
SLC38A5	726793	NaN	2	137840	39520	0	0	0	0	50	5	2536560	1	1
SLC38A6	220020	527	-2	162680	43120	0	0	0	0	50	5	2089000	1	1
SLC38A7	572798	188	2	131040	39960	0	0	1	0	50	10	2324960	1	1
SLC38A8	494952	460	3	122120	39160	0	0	0	0	50	9	2008880	1	1
SLC38A9	340223	390	24	166040	43000	0	0	0	0	50	1	2586920	1	1
SLC39A1	2028800	222	34	86560	31880	0	0	0	0	50	12	2054240	1	1
SLC39A11	276039	538	-34	97240	30560	0	0	0	0	43	4	2027040	1	1
SLC39A12	94785	360	-9	199920	54960	0	0	0	0	50	6	2626520	1	1
SLC39A13	1022438	245	47	104960	33760	0	0	0	0	50	1	2683560	1	1
SLC39A14	683723	144	32	167160	48960	0	0	0	0	50	5	2428520	1	1
SLC39A2	1005555	429	4	84720	28320	0	0	0	0	38	1	1224400	1	1
SLC39A3	1354357	291	25	93880	32720	0	0	0	0	50	3	2417720	1	1
SLC39A4	2043455	200	36	188400	64440	0	0	0	0	8	0	529360	1	1
SLC39A6	365879	399	35	220160	57760	0	0	0	0	50	5	2250480	1	1
SLC39A7	1474628	377	24	131480	41080	0	0	0	0	50	7	2645920	1	1
SLC39A8	275900	441	4	140840	40120	0	0	0	0	11	0	388680	1	1
SLC39A9	857161	395	40	86400	27360	0	0	0	0	50	6	2345560	1	1
SLC3A1	433205	522	29	200800	50720	0	0	0	0	50	5	2200040	1	1
SLC3A2	2342595	181	71	187480	56960	0	0	0	0	50	7	2728120	1	1
SLC40A1	446631	511	-2	161080	48200	0	0	0	0	50	6	2361760	1	1
SLC41A1	717622	377	37	143720	45640	0	0	0	0	50	5	2829040	1	1
SLC43A1	923775	197	9	160400	47920	0	0	0	0	50	5	2074400	1	1
SLC43A2	1362107	198	29	163080	48360	0	0	0	0	50	8	2501560	1	1
SLC43A3	923815	191	-3	140440	41960	0	0	0	0	50	2	2018080	1	1
SLC44A1	265154	490	-0	190960	53120	0	0	1	0	50	3	2651120	1	1
SLC44A2	2082774	226	33	211280	57520	0	0	1	0	50	12	2020000	1	1
SLC44A3	329970	274	-13	191000	51400	0	0	0	0	50	5	2279400	1	1
SLC44A5	178229	935	-21	225920	57400	0	0	0	0	50	8	2257160	1	1
SLC45A2	268032	863	8	151320	44760	0	0	0	0	50	5	2164360	1	1
SLC46A1	1410113	190	28	125800	42080	0	0	0	0	50	8	2402280	1	1
SLC46A2	514712	498	10	129000	43800	0	0	0	0	50	7	2199600	1	1
SLC47A2	547418	219	-8	172160	52600	0	0	0	0	50	9	2562560	1	1
SLC48A1	395089	320	14	41320	12560	0	0	0	0	50	3	2549360	1	1
SLC4A2	622098	373	41	347000	110680	0	0	0	0	50	2	2824800	1	1
SLC4A5	1065336	272	45	329760	92880	0	0	0	0	45	6	2651560	1	1
SLC4A7	110819	413	-3	352480	96680	0	0	0	0	13	0	803880	1	1
SLC4A8	527734	331	43	323200	88400	0	0	2	0	50	5	2149920	1	1
SLC4A9	683517	143	39	270600	85320	0	0	0	0	50	2	2288520	1	1
SLC5A10	661956	198	16	172880	54760	0	0	0	0	50	2	2046000	1	1
SLC5A11	280701	277	18	193360	57440	0	0	1	0	44	6	1985400	1	1
SLC5A12	52729	921	-8	178040	51520	0	0	0	0	50	12	2719440	1	1
SLC5A2	832764	558	-3	188840	59920	0	0	0	0	50	12	2567960	1	1
SLC5A3	823351	574	88	199560	59280	0	0	0	0	16	4	827560	1	1
SLC5A4	498785	580	-34	190240	54560	0	0	0	0	8	0	282920	1	1
SLC5A6	1238919	230	39	178760	56920	0	0	0	0	50	2	2051280	1	1
SLC5A7	122653	911	-16	163960	49040	0	0	0	0	50	12	2396920	1	1
SLC5A8	261778	828	-15	176000	50680	0	0	0	0	36	3	1465040	1	1
SLC5A9	27457	480	-10	200360	61120	0	0	1	0	50	13	2695960	1	1
SLC6A1	154960	444	36	173720	48520	0	0	0	0	50	8	2789640	1	1
SLC6A12	321580	557	28	178280	49840	0	0	1	0	50	12	2674440	1	1
SLC6A13	316827	557	28	174720	49080	0	0	1	0	50	12	2678600	1	1
SLC6A14	82720	NaN	4	188800	48920	0	0	0	0	50	10	3002080	1	1
SLC6A15	20920	1015	-34	221000	60400	0	0	0	0	50	9	2739920	1	1
SLC6A16	2237411	309	35	209680	60920	0	0	0	0	50	4	2319320	1	1
SLC6A2	130705	565	-32	192160	54800	0	0	0	0	50	9	2515120	1	1
SLC6A20	286183	385	43	169320	48960	0	0	0	0	2	0	188080	1	1
SLC6A3	606209	490	30	177640	52640	0	0	0	0	50	8	2995040	1	1
SLC6A4	558157	298	25	181320	51600	0	0	0	0	50	5	2140240	1	1
SLC6A6	484954	242	47	180360	50160	0	0	0	0	50	6	2056640	1	1
SLC6A7	1002307	228	49	181520	54040	0	0	0	0	50	4	2234680	1	1
SLC6A8	1716845	NaN	44	181360	53360	0	0	0	0	50	8	2146480	1	1
SLC6A9	875223	214	39	204440	60640	0	0	0	0	50	6	2235760	1	1
SLC7A1	222765	467	9	178000	54080	0	0	0	0	50	2	2382760	1	1
SLC7A10	380625	270	-9	146800	46880	0	0	0	0	50	7	2401480	1	1
SLC7A11	141546	570	-1	143080	42920	0	0	0	0	50	10	2451720	1	1
SLC7A13	192785	1147	3	130920	40320	0	0	0	0	50	9	1985760	1	1
